address,cost,food_type,name
" 29904 S Frost Rd, Livingston 70754",$$$$,Unknown,DuBois Cake Shop                                     
" 18384 La Hwy 16, Denham Springs 70726",Unknown,"['BBQ', ' Burger', ' Seafood']",BJ's Grill                                     
" 3321 Highland Rd, Baton Rouge 70802",$,"['Coffee and Tea', ' Tea']",Cafe Chi Alpha                                     
" 12274 Plank Rd, Baton Rouge 70811",Unknown,['Chinese'],Great Walls Chinese                                     
" 6473 Hwy 44, Gonzales 70737",$,"['Asian', ' Chinese', ' Seafood']",Panda                                     
" 3398 La Hwy 78, Livonia 70755",$,['Chinese'],Livonia City Cafe                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70809",$,['Chinese'],Mandarin Express                                     
" 25375 Hwy One South, Addis 70710",Unknown,"['American', ' Chinese']",New China Super Buffett                                     
" 4041 La Hwy 1 S, Port Allen 70767",$,['Chinese'],Super Taste Chinese                                     
" 501 Main St, Baton Rouge 70801",Unknown,['Italian'],Taste By Yvette Bonanno                                     
" 1446 N. Airline Hwy, Gonzales 70737",Unknown,['Desserts'],Yogurt City                                     
" 5000 Hennessy Blvd, Baton Rouge 70808",$,"['Coffee and Tea', ' Tea']",CC's Coffee House                                     
" 6631 Route 1, Addis 70710",$,"['Breakfast', ' Sandwich', ' Beverages']",Fit Blendz Nutrition Shop                                     
" 2300 False River Dr, New Roads 70760",$,"['American', ' Burger', ' Cajun']",Savvy's Restaurant                                     
" 648 Lobdell Ave, Baton Rouge 70806",Unknown,['Southern'],Old New Orleans Bar & Grill                                     
" 6363 Main St, Zachary 70791",$,['Chinese'],East Zachary Buffet                                     
" 7677 Andrea Drive, Baton Rouge 70809",$$,"['American', ' Desserts', ' Southern']",HoneyBaked Ham                                     
" 29678 S Frost Rd, Livingston 70754",Unknown,['BBQ'],Hi Ho Barbecue #5                                     
" 2561 Citiplace Court, Baton Rouge 70808",$,"['Fast Food', ' Cajun']",Made in N'awlins                                     
" 24925 Hwy 1 South, Plaquemine 70764",$$,"['Japanese', ' Steak']",Yamato                                     
" 859 N Alexander Ave, Port Allen 70767",Unknown,['Seafood'],Paul's Seafood                                     
" 6631 Route 1, Addis 70710",Unknown,['Chinese'],Happy Wok Restaurant                                     
" 9499 Consitituion Ave, Baton Rouge 70808",$$$,"['American', ' Fast Food', ' Cajun']",Zydeco Bar and Grill                                     
" Location Varies, Baton Rouge 70810",$,['Desserts'],Geaux-Yo                                     
" 10330 Airline Hwy, Baton Rouge 70816",$,['Coffee and Tea'],CC's Coffee House                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70836",Unknown,['American'],Popcorn Bistro                                     
" 544B N. Foster Dr., Baton Rouge 70806",$,"['Fast Food', ' Sandwich', ' Southern']",Twin's Wings #3                                     
" 21110 Hwy 22, Maurepas 70449",$$,"['BBQ', ' Seafood', ' Cajun']",Red's Bar-B-Que Steak-Seafood                                     
" 13142 Hwy 73, Geismar 70734",$,"['American', ' Seafood', ' Cajun']",KNB Mart                                     
" 1427 Charter St, Jackson 70748",Unknown,['Fast Food'],Bobby's Drive Inn                                     
" 8330 Scenic Hwy, Baton Rouge 70807",$,['Southern'],Perk's Soul Food                                     
" Louisiana State University, Baton Rouge 70803",$,Unknown,Unique Cuisine Cook Conference                                     
" 9534 Burbank Dr, Baton Rouge 70820",$,['Desserts'],Snoman Snoballs                                     
 9030 Siegen Lane,$,['Pizza'],Pizza Hut                                     
" 1962 O'Neal Lane, Baton Rouge 70816",$,['Bar Food'],La Daiquiris                                     
" 2753 Court St, Port Allen 70767",$,"['American', ' Bar Food']",Td's Sports Bar                                     
" 2502 N Acadian Thruway E, Baton Rouge 70805",$,"['African', ' American', ' Diner']",Lindsey's Diner                                     
" 18375 Highway 16, Port Vincent 70726",$,['Bar Food'],Whiskey River                                     
" 7256 Scenic Hwy, Baton Rouge 70807",Unknown,"['American', ' Pizza']",Pearl's Original Food                                     
" 18780 Hwy 22, Maurepas 70449",$$,"['Italian', ' Pizza']",DeAngelo's                                     
" 17097 Airline Highway, Suite 104, Prairieville 70769",$$,"['Sushi', ' Desserts']",Geisha Sushi With a Flair                                     
" 327 North Blvd, Baton Rouge 70801",$,"['Sandwich', ' Vegetarian']",Roly Poly Sandwiches                                     
" 10457 Airline Hwy, Baton Rouge 70816",Unknown,"['Sandwich', ' Seafood']",T & T Poboys and Seafood                                     
" 20458 Samuels Rd, Zachary 70791",Unknown,['Desserts'],Zachary Sno Biz                                     
" 13840 Alvin Sibley Rd, Walker 70785",$,['Desserts'],Backdraft Snowballs                                     
" 3636 North Sherwood Forest Drive Suite 300, Baton Rouge 70814",$$,['Chinese'],Capital Wok                                     
" 37200 Hwy 3089 #C, Donaldsonville 70346",$,['Chinese'],Hot Wok                                     
" 6930 S Choctaw Dr, Baton Rouge 70806",Unknown,['Italian'],Louis Deangelos Casual Italian Dining                                     
" 814 West Orice Roth Road, Gonzales 70737",$,"['Seafood', ' Deli', "" Po'Boys""]",Cajun Catch Seafood Market & Deli                                     
" 786 South Range Avenue, Denham Springs 70726",$,"['Asian', ' Chinese', ' Thai']",Fu Lin                                     
" 24445 Eden St, Plaquemine 70764",Unknown,['Sandwich'],Carville Deli                                     
" 23921 Harmason St, Plaquemine 70764",Unknown,['Southern'],Lee's Cafe                                     
" Location Varies, Baton Rouge",Unknown,['Mexican'],Oh Golly Tamale                                     
" 501 Main Street, Baton Rouge 70801",Unknown,"['American', ' Vegetarian']",FRESHJUNKIE                                     
" 631 S Eugene St, Baton Rouge 70806",$$,"['Breakfast', ' Seafood']",Bonanno's Fine Catering                                     
 9829 Airline Highway 70816,$,"['Desserts', ' Ice Cream']",Frozen Panda Snowballs & Pops                                     
" 9842 Florida Blvd, Baton Rouge 70815",$,['Bar Food'],5 Star Daquiris                                     
" 4608 Bennington Avenue, Suite A Baton Rouge 70808",$$,['Mediterranean'],Parsley and Pepper                                     
 17097 Airline Highway 70817,Unknown,['Sandwich'],Jimmy John's                                     
" 13654 Airline Hwy, Gonzales 70737",$$,['Seafood'],Seafood Corner Exxon                                     
" 1160 S Range Ave, Denham Springs 70726",$$$,['Seafood'],Ron's Seafood Market                                     
" 11941 Plank Rd, Baton Rouge 70811",$,['American'],Sharon's Kitchen                                     
" 2228 N Sherwood Forest Dr, Baton Rouge 70815",Unknown,Unknown,Sweet Creations By Rosalin                                     
 8899 Florida Boulevard 70815,$,['Fast Food'],Raising Cane's Chicken Fingers                                     
" 5355 Jones Creek Rd, Baton Rouge 70817",$,"['Desserts', ' Fast Food', ' Vegetarian']",Cool Tiger Ice                                     
" 367 Route 1, Morganza 70759",$$,"['American', ' Seafood', ' Cajun']",Not Your Momma's                                     
" 303 North Blvd, Baton Rouge 70808",Unknown,"['American', ' Vegetarian']",FRESHJUNKIE                                     
" 3495 Hwy 75, Saint Gabriel 70776",$,['Sandwich'],St. Gabriel Grocery & Deli                                     
" 9402 Burbank Dr, Baton Rouge 70810",$$,Unknown,Wing Snack 3                                     
" 13119 Airline Hwy, Gonzales 70737",$,['Coffee and Tea'],Bojangles Coffee & Gifts                                     
 3057 Government Street 70806,Unknown,"['Coffee and Tea', ' American']",Simple Joe Cafe                                     
" 10655 Coursey Bouleavrd, Baton Rouge 70816",$$,"['Mediterranean', ' Spanish', ' Latin American']",Rico Louisiana Latin Cocktails & Cuisine                                     
" 7809 Jefferson Highway, Baton Rouge 70809",$$$,['Italian'],Palermo                                     
" 702 Lobdell Hwy, Port Allen 70767",Unknown,['Beverages'],Jambalaya Spot                                     
" 3438 Hwy 1 S, Donaldsonville 70346",Unknown,['Chinese'],Lee's Chinese Inn                                     
" 13277 Highway 431, St Amant 70774",$,"['Sandwich', ' Seafood']",Martinez Seafood                                     
" 14860 Plank Rd, Baker 70714",$,['Seafood'],Brittny's Seafood                                     
 8342 Perkins Road. 70810,$$,['Pizza'],Rotolo's Pizzeria                                     
" 422 Louisiana 30 W, Gonzales 70737",$$,['Burger'],Spectacular Tubers                                     
" 12608 Hwy 190 W, Port Allen 70767",Unknown,['Sandwich'],Andre's Cajun Cracklins                                     
" 1553 Fairchild Street, Baton Rouge 70807",$,['Southern'],Ethel's Snack Shack                                     
" 25375 Hwy 1, Plaquemine, Baton Rouge",Unknown,['Mexican'],La Rumba                                     
" 9250 Cockerham Rd, Denham Springs 70726",$,['Donuts'],Family Donuts                                     
 9836 Florida Boulevard 70815,$,"['Breakfast', ' Southern', ' Cajun']",N & Out Soul Food and Catering                                     
" 103 France St, Baton Rouge 70802",Unknown,"['Breakfast', ' Sandwich']",Butler's Pantry Deli                                     
" 1320 Hospital Rd Sut 7, New Roads 70760",$,"['Chinese', ' Fast Food']",Golden Buffet                                     
" 826 O'Neal Lane, Baton Rouge 70816",Unknown,['Bar Food'],Tiger Sports Bar                                     
" 220 Railroad Ave, Donaldsonville 70346",Unknown,"['Coffee and Tea', ' Diner']",Caffe Deville                                     
" 7132 Florida Blvd, Baton Rouge 70806",Unknown,['Cafe'],Celestine's Cafe'                                     
" 18111 Highland Rd, Baton Rouge 70810",$,['Cafe'],Alexander's Cafe                                     
 3753 Perkins Road D,Unknown,['Mexican'],Lily's Restaurant and Grill                                     
" 14505 Highway 44, Gonzales 70737",$,['Bar Food'],Tiger Tavern                                     
" 15013 Hwy 44, Gonzales 70737",$,"['Seafood', ' Southern', ' Cajun']",Ralphs Market                                     
" 28955 Walker Rd. S., Walker 70785",$,"['Breakfast', ' Coffee and Tea', ' Donuts']",Mary Lee Donuts-Walker                                     
" 4564 Bennington Avenue, Baton Rouge 70808",$$,['Latin American'],Katrachos                                     
" 102 France St, Baton Rouge 70802",Unknown,"['American', ' Seafood']",Atrium Lounge                                     
" 3310 Church St., Slaughter, Slaughter 70777",$$$,Unknown,Serenity Cottage                                     
" 14041 Coursey Blvd, Baton Rouge 70817",$,['Greek'],Serop's Express                                     
" 13636 Millerville Road, Baton Rouge,",$$,['Fast Food'],Freddy's Frozen Custard & Steakburgers                                     
" 14455 Wax Road, Baton Rouge 70818",$$,"['Italian', ' Seafood', ' Desserts']",Fratellis                                     
" 105 Hwy 70 Spur, Plattenville 70393",$,['Bar Food'],Daiquiri Beach                                     
" 17001 Old Scenic Highway, Zachary 70791",$,['American'],Teddy's Juke Joint                                     
" 9940 Airline Hwy, Baton Rouge 70816",$$,"['American', ' Seafood']",WOW Cafe                                     
" 122 S Airline Hwy, Gonzales 70737",$,['Desserts'],Tutti Frutti Frozen Yogurt                                     
" 5513 Plank Rd, Baton Rouge 70805",Unknown,['Chinese'],Chinese Kitchen                                     
" 42100 Hwy 42, Prairieville 70769",Unknown,Unknown,Gigi's Goodies                                     
" 8353 Airline Hwy, Baton Rouge 70815",$,"['BBQ', ' Breakfast']",Frank's Smokehouse                                     
" 155-B E Main St, New Roads 70760",$,"['American', ' Cajun']",Metoyers                                     
 2525 South Sherwood Forest Boulevard 70816,$,Unknown,Raising Cane's Chicken Fingers                                     
" 7941 Airline Hwy, Baton Rouge 70815",Unknown,['Chinese'],Gold Bowl                                     
" 10444 North Mall Drive, Baton Rouge 70809",$,Unknown,Sam's Club Cafe and Bakery                                     
 58785 Belleview Road 70764,$,['Pizza'],Pizza Hut                                     
" 25420 LA-1, Plaquemine, LA 70764, USA",$$$,['Italian'],Portobello's Grill                                     
" 1543 Delplaza Dr, Baton Rouge 70815",Unknown,['Steak'],Steak House Steaks                                     
" 17510 LA Hwy 16, Port Vincent 70726",$$,"['American', ' Chinese', ' Cajun']",Bayview Tavern & Tours                                     
" 12717 US 190, Baton Rouge 70815",$$,"['Sandwich', ' Seafood', ' Cajun']",Camille's Restaurant                                     
" 17097 Airline Highway, Ste 104 70769",Unknown,"['Desserts', ' Sushi']",Geisha Sushi With a Flaire                                     
" 15055 Airline Hwy, Baton Rouge 70817",$,"['American', ' Fast Food']",Chick-Fil-a                                     
" 1680 N Lobdell Hwy, Port Allen 70767",Unknown,"['American', ' Seafood']",Sam's Southern Eatery                                     
" S Harrells Ferry Rd, Baton Rouge 70816",$$$,"['Caribbean', ' Tapas', ' Cajun']",Bayou Brothers Food & Catering                                     
" Location Varies, Baton Rouge",$,"['American', ' Sandwich']",Shallow Cat                                     
" 6401 Bluebonnet Boulevard, Baton Rouge 70810",$,['Desserts'],Frosted                                     
" 1659 N Acadian Thruway W, Baton Rouge 70802",Unknown,Unknown,Boyd's Bakery                                     
" 110 E Main St, New Roads 70760",$,"['American', ' Breakfast', ' Burger']",Main Street Cafe                                     
" 320 3rd St, Baton Rouge 70801",Unknown,['American'],Triumph Kitchen                                     
" 28050 Walker S Rd, Walker 70785",$,['Chinese'],China Wok                                     
" 400 W Saint Francis St, Brusly 70719",$$,['Mexican'],Las Palmas                                     
" 24205 Eden St, Plaquemine 70764",$,['Burger'],"Subzero Self Serve Frozen Yogurt, Smoothies and Cafe                                     "
" 3051 N Lobdell Hwy, Port Allen 70767",Unknown,Unknown,Minnows Cafe                                     
" 24410 Eden Street, Plaquemine, LA 70764",$$$,"['Pub Food', ' Steak']",Nick's Package Liquor & Lounge                                     
 14299 tiggy dupolesis road,Unknown,Unknown,south 73 lunch room                                     
" Location Varies, Baton Rouge",$,Unknown,Nice Dog Hot Dog                                     
" 6073 Hwy 44, Gonzales 70737",$,"['Coffee and Tea', ' Sandwich', ' Tea']",D'Vinci's Cafe                                     
" 9151 Interline Ave. Suite 2B, Baton Rouge 70809",$$,"['American', ' Breakfast']",The Edible Event                                     
" 3655 O'Neal Lane, Baton Rouge 70816",$$,['BBQ'],Primo                                     
" 7269 Airline Highway, Baton Rouge 70805",$,"['Ice Cream', ' Beverages']",Cool Delights Snowballs                                     
 18107 Highland Market Drive Suite 104 70810,$$,['Mediterranean'],Zoes Kitchen                                     
" 8190 Jefferson Highway, Baton Rouge 70809",Unknown,['Sandwich'],Jimmy John's                                     
" 58480 Belleview Highway, Plaquemine, LA 70764",$$,['Pizza'],Little Caesars                                     
 14505 Highway 44 Suite 102 70737,$,['Pizza'],Pizza Hut                                     
" 18585 Hwy 16, Denham Springs 70726",$,Unknown,Scivicque's Cafe                                     
" 1221 Gardere Ln, Baton Rouge 70820",Unknown,['Seafood'],K & C Seafood                                     
" Location Varies, Baton Rouge",$,"['American', ' International']",Mobile Muncher                                     
" 1425 N. Burnside, Gonzales 70737",$,['Mexican'],El Chile Loco Food To Go                                     
" Location Varies, Baton Rouge",$,['Sandwich'],Bengalier                                     
" 457 N Donmoor Ave, Baton Rouge 70806",$,['Southern'],Donmoor Poboy                                     
" 13921 Joor Rd, Baton Rouge 70818",Unknown,['Pizza'],Bellarico's Pizza                                     
" 1985 Dallas Dr, Baton Rouge 70806",Unknown,"['Diner', ' Southern']",King Soul Food Diner                                     
" 6431 Hwy 44, Gonzales 70737",$,"['BBQ', ' Sandwich', ' Cajun']",Ralphs Market                                     
" 1711 S Burnside Ave, Gonzales 70737",$$,['Bar Food'],Park Place                                     
" 11302 Banks St, Clinton 70722",$$,"['American', ' Seafood', ' Southern']",Courtside Restraurant                                     
" 17100 Airline Hwy, Prairieville 70769",$,Unknown,Baskin-Robbins                                     
" 22917 LA-1, Plaquemine, LA 70764",$$,['Fast Food'],Deja VU                                     
" 6404 Groom Rd, Baker 70714",$,['American'],Wings n More                                     
" 625 S Burnside Ave, Gonzales 70737",Unknown,['Donuts'],Mary Lee Donuts                                     
" 14365 Mecca Rd, French Settlement 70733",$$,"['Burger', ' Bar Food', ' Cajun']",River Rats Bar & Grill                                     
" 447 Oak Plaza Boulevard, Brusly 70719",$,"['Coffee and Tea', ' Desserts', ' Sandwich']",Caffé Maison                                     
" 6742 U.S. 190, Port Allen 70767",$,"['American', ' Burger', ' Cajun']",Cajun Circus Cafe                                     
" 1578 N Acadian Thruway W, Baton Rouge 70802",Unknown,['American'],Eric B's                                     
" 11766 S Harrells Ferry Rd, Baton Rouge 70816",$$$,['Pizza'],Rotolo's Pizzeria                                     
" 102 France St, Baton Rouge 70802",Unknown,"['Coffee and Tea', ' Tea']",River Roast Cafe                                     
" 2200 W Cabela's Pkwy, Gonzales 70737",Unknown,['Sandwich'],Cabela's                                     
" 12110 Old Hammond Hwy, Baton Rouge 70816",Unknown,['American'],Shop n Geaux                                     
" 2147 Staring Lane, Baton Rouge 70810",$,['Fast Food'],Krispy Krunchy Chicken                                     
 4410 Highland Road Suite A8 70808,$,['Pizza'],Pizza Hut                                     
" 41519 Bayou Narcisse Road, Gonzales 70737",$,"['Sandwich', ' Seafood']",American Market & Seafood                                     
" Location Varies, Baton Rouge",$,['BBQ'],Pullin' Pork                                     
" 4001 Hwy 30, St Gabriel 70776",$$,['Seafood'],Berthelot's Saint Gabriel                                     
 302 3rd Street 70801,$,['Fast Food'],Raising Cane's Chicken Fingers                                     
" 2838 S Outfitter's Drive, Gonzales 70737",$,['Bar Food'],The Tilted Kilt                                     
 2985 Millerville Road. Ste. B,$$,['Pizza'],Rotolo's Pizzeria                                     
" Location Varies, Baton Rouge",$$,['Southern'],Taylor Made Concessions                                     
" 43256 Moody Dixon Rd, Prairieville 70769",Unknown,['American'],Red Barn                                     
" 14365 Mecca Rd, French Settlemnt 70733",Unknown,['Seafood'],Dock                                     
" 24830 Route 1, Plaquemine 70764",$,['Seafood'],The House of Boil                                     
" 516 Railroad Avenue, Donaldsonville 70346",$$,"['Breakfast', ' Seafood', ' Southern']",A Chef's Touch Cafe                                     
" 28111 South Satsuma Road, Livingston 70754",$,['Pizza'],Sharon's Store                                     
" 7539 Corporate Blvd, Baton Rouge 70809",$,['Ice Cream'],Cold Stone Creamery                                     
" 10330 Airline Hwy, Baton Rouge 70816",$$,Unknown,Popology Gourmet Popcorn & Candy                                     
" 3422 Highway 70 S, Pierre Part 70339",Unknown,['American'],Pierre Part Drive Inn                                     
" 1221 Gardere Lane, Baton Rouge 70820",$,"['Fast Food', ' Southern']",Wings Express                                     
" Location Varies, Brusly 70719",$,['American'],First Aid Lemonaid                                     
" 11875 Florida Blvd, Baton Rouge 70815",Unknown,['Southern'],American Poboy                                     
" 7685 Airline Hwy., Baton Rouge 70814",$,"['Fast Food', ' Pizza']",Sam's Club Cafe and Bakery                                     
 West Baton Rouge 3857 LA-1,$$,['Pizza'],Rotolo's Pizzeria                                     
" 712 Olinde St, New Roads 70760",Unknown,['Diner'],Mary Diner                                     
" 7913 Park St, Ventress 70783",$,"['American', ' Burger', ' Sandwich']",Jim's Place                                     
" 3079 Government St, Baton Rouge 70806",$$,['Bar Food'],Radio Bar                                     
" 3351 Hwy 1 S, Donaldsonville 70346",Unknown,Unknown,Pack a Pack                                     
" 5179 Plank Rd, Baton Rouge 70805",$,"['American', ' Breakfast', ' Seafood']",Piccadilly Restaurant II                                     
" 13520 Burgess Ave, Walker 70785",Unknown,['Desserts'],Sno Ball                                     
" 5947 Adams Ave, Baton Rouge 70806",$,"['American', ' Burger', ' Fast Food']",Tony's PO-Boys                                     
" 7015 Florida Blvd, Baton Rouge 70806",$$,"['American', ' Desserts', ' Southern']",HoneyBaked Ham                                     
" Perkins Rd & Glasgow Ave, Baton Rouge 70808",$$,['Bar Food'],Alamo Drafthouse                                     
" 222 Lobdell Hwy, Port Allen 70767",Unknown,['Pizza'],L a Express Pizza                                     
" 4626 Hwy 68, Jackson 70748",Unknown,Unknown,Asphodel Bread                                     
" 2222 Florida Blvd, Baton Rouge 70802",Unknown,['American'],Bus Stop Snack Shop                                     
" 8735 Summa Ave, Baton Rouge 70809",Unknown,Unknown,Towneplace Suites                                     
" 4762 Plank Rd, Baton Rouge 70805",Unknown,['Seafood'],Mr Seafood & Poboys                                     
" 2885 Monterrey Dr, Baton Rouge 70814",Unknown,['Seafood'],Pool Time Grill                                     
" 45434 Highway 22, St Amant 70774",$,['Sandwich'],Best Stop Quick Market                                     
" 18886 Highway 22, Maurepas 70449",$,['Sandwich'],Brians's Superette                                     
" 77340 Landry Dr, Maringouin 70757",$,"['American', ' Breakfast', ' Burger']",Jeff's Cafe                                     
" 5000 Hennessy Blvd, Baton Rouge 70808",$,['Mexican'],Taco Del Mar                                     
" 9827 Cortana Pl, Baton Rouge 70815",$,['American'],Great American Cookies                                     
" 2327 O'Neal Lane, Baton Rouge 70816",$,['Burger'],Hardee's                                     
" 28710 Walker S Rd, Walker 70785",$,['Fast Food'],Popeye's Chicken & Biscuits                                     
 10500 Sullivan Road 70818,$,Unknown,Raising Cane's Chicken Fingers                                     
 5195 Plank Road 70805,$,Unknown,Raising Cane's Chicken Fingers                                     
 2450 South Acadian Thruway,Unknown,Unknown,Saltgrass Steak House                                     
" 4763 Airline Hwy, Baton Rouge 70805",$,['Seafood'],B & T Seafood                                     
" 11445 Coursey Blvd, Ste A Baton Rouge, LA 70816",$$,['Drinks Only'],Bottle and Tap                                     
" 29923 S Satsuma Rd, Livingston 70754",Unknown,['Seafood'],Satsuma Seafood                                     
 1822 Plantation Avenue 70767,Unknown,"['American', ' Bar Food']",Sugar Patch                                     
" 9214 Greystone Drive, Denham Springs 70726",$$,"['American', ' Burger', ' Sandwich']",Greystone Country Club                                     
" 6404 Groom Rd, Baker 70714",$,['American'],Wings n More                                     
" 113 N Oak St, Hammond",$$$$,['New American'],One Thirteen Restaurant                                     
" 4414 Hwy 78, Livonia 70755",Unknown,Unknown,Bayou Shack Cafe                                     
" 34807 Hwy 16, Denham Springs 70706",Unknown,['Seafood'],Reeves Seafood Shack                                     
 3800 Highland Road,$,['Fast Food'],McDonald's                                     
" 9665 Plank Rd, Clinton 70722",$,['Chinese'],Panda Chinese Restaurant                                     
" 9150 Joor Rd, Baton Rouge 70818",Unknown,['BBQ'],Smokehouse Bar-B-Que                                     
" 11209 Muriel Ave, Baton Rouge 70816",Unknown,['Mexican'],La Frontera Tienda Y Taqueria.                                     
 27306 Crossings Cir Suite 200 Denham Springs 70726,$$,"['Mexican', ' Tex-Mex']",Moe’s Southwest Grill                                     
" 8194 Plank Road, Baton Rouge 70811",$,"['Seafood', ' Burger']",Hooked UP Seafood                                     
 2906 Government Street,Unknown,Unknown,Pizza Hut                                     
" 151 Bass Pro Boulevard, Suite C",Unknown,Unknown,Takumi                                     
" 1201 N 3rd St, Baton Rouge 70802",Unknown,Unknown,Claiborne Cafe                                     
" 1310 Florida Ave SW, Denham Springs 70726",$,"['Mexican', ' Afghan']",Taqueria Gloria                                     
" 10450 Florida Blvd, Baton Rouge 70815",$$,['Pizza'],Godfathers Pizza                                     
 1920 American Way,Unknown,Unknown,Spillway Sportsman                                     
" 174 South Boulevard, Baton Rouge 70802",Unknown,['American'],Brickyard South Bar + Patio                                     
" 301 3rd Street, Baton Rouge 70801",$$,"['Fast Food', ' Pizza']",Schlittz & Giggles                                     
" 1424 N Acadian Thruway W, Baton Rouge 70802",Unknown,"['American', ' Pizza', ' Bar Food']",Match Box Cafe & Lounge                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70809",Unknown,"['Desserts', ' Ice Cream']",Swensen's Ice Cream                                     
 101 Gateway Center Lane,Unknown,Unknown,Wendy's                                     
 777 L'Auberge Avenue 70820,$$,"['American', ' Asian']",Bon Temps Buffet                                     
" 12496 Airline Hwy, Gonzales 70737",$,Unknown,Bayou Bar                                     
" 8201 Village Plaza Court,Suite 1-C 70810",Unknown,['Healthy Food'],Fresh Kitchen                                     
" 1115 Bob Pettit Blvd, Baton Rouge 70820",$$$,['Bar Food'],Jl's                                     
" 248 S Bay Rd, Pierre Part 70339",Unknown,Unknown,Lakeview Inn                                     
" 4506 Plank Rd, Baton Rouge 70805",Unknown,['Seafood'],Jim's Seafood                                     
" 102 France St, Baton Rouge 70802",$,['French'],Le Marche                                     
" 8026 Florida Blvd, Denham Springs 70726",$,"['Burger', ' Bar Food']",Ohana Grill                                     
" 10450 Florida Boulevard, Baton Rouge 70815",Unknown,"['American', ' Breakfast', ' Southern']",Kizzy's Kitchen                                     
" 8501 Greenwell Springs Rd, Baton Rouge 70814",$$,Unknown,Daiquiri Cafe                                     
" 7813 Florida Blvd, Denham Springs 70726",$,['Cafe'],C & K's Place                                     
" 140 Main St, Baton Rouge 70801",$,['Bar Food'],Bald Eagle Pub                                     
 1630 Hospital Road,Unknown,['American'],Southern Chicks Cafe & Daiquiris                                     
" 4005 Nicholson Drive, Baton Rouge 70808",Unknown,"['American', ' Sandwich']",Roly Poly                                     
 12222 Plank Road,Unknown,Unknown,The Blue Store                                     
 6212 Siegen Lane,Unknown,Unknown,Burgersmith                                     
 17170 Perkins Road,Unknown,Unknown,"Roger D. Butner, Phd, Lmft                                     "
 10501 Burbank Drive,$,['Fast Food'],McDonald's                                     
 10200 Sullivan Road,$,['Fast Food'],Checkers                                     
" 12503 Airline Hwy, Gonzales 70737",$,['Donuts'],Daily Donut                                     
 19960 Highland Road,Unknown,Unknown,Wendy's                                     
" 520 Us-190 W, Port Allen 70767",$,"['American', ' Burger', ' Seafood']",Grand Cypress Cafe                                     
" 8032 Scenic Hwy, Baton Rouge 70807",$,['Sandwich'],Burger Depot                                     
" 1792 N Foster Dr, Baton Rouge 70806",Unknown,"['Seafood', ' Deli']",Mom's Seafood & Deli                                     
" 103 W Jeansonne St, Gonzales 70737",$,['Mexican'],La Mithoacana                                     
" 18169 Highland Rd, Baton Rouge 70810",Unknown,['Chinese'],Wontons                                     
" 244 Lafayette St, Baton Rouge 70801",$,['Bar Food'],Blues Room                                     
" 421 3rd St, Baton Rouge 70802",$$$,['Bar Food'],Office Bar                                     
 9655 Perkins Road 70810,Unknown,['Sandwich'],Jimmy John's                                     
 8032 Scenic Hwy,Unknown,Unknown,Empire Wingz                                     
" 18303 Perkins Road East, building. 1, Ste. 100",Unknown,Unknown,Burgersmith Baton Rouge Highland & Perkins                                     
" 29565 S Frost Road, Livingston 70754",$$,"['Cafe', ' Coffee and Tea']",Cafe Jeaux                                     
 5705 SE 5th Street 76872,$$,"['Cafe', ' American']",Rochelle Country Corner Cafe                                     
 27306 Crossing Circle Suite 270,Unknown,Unknown,Chicken Salad Chick of Denham Springs                                     
" 5145 Main Street, Suite J",Unknown,Unknown,Rib Shack                                     
" 8201 Village Plaza Court, Suite 1-C",Unknown,Unknown,Fresh Kitchen- Willow Grove                                     
" 7521 Jefferson Hwy, Baton Rouge 70806",Unknown,['American'],Bgb Enterprises                                     
" 521 3rd St, Baton Rouge 70802",$,"['American', ' Breakfast']",Cgill's a Gourmet Cafe                                     
" 2136 Florida Ave SW, Denham Springs 70726",Unknown,"['Coffee and Tea', ' Diner']",Martin's Cafe                                     
" 2220 N Sherwood Forest Dr, Baton Rouge 70815",Unknown,['Pizza'],Gino's Pizza                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70836",$,"['Asian', ' Japanese', ' Sushi']",Sarku Japan                                     
 990 West Lee Drive Ste 101,$,['Pizza'],Domino's Pizza                                     
 413 North. Airline Highway,$,['Fast Food'],Sonic Drive-In                                     
 440 Hospital Road,$,['Fast Food'],McDonald's                                     
 6910 Airline Hwy,$,['Fast Food'],McDonald's                                     
 2121 Millerville Road Suite C,Unknown,Unknown,Zoes Kitchen                                     
 10623 Burbank Drive,Unknown,Unknown,Taco Bell                                     
 6401 Blue Bonnet Boulevard.,Unknown,Unknown,Smashburger                                     
" 7015 Hanks Dr, Baton Rouge 70812",Unknown,['Desserts'],Candyland                                     
" 13769 Airline Hwy, Baton Rouge 70817",Unknown,['Burger'],Intaburger                                     
" 1320 North Blvd, Baton Rouge 70802",Unknown,Unknown,Rose & Thomas Cafe                                     
" 57925 Barrow St, Plaquemine 70764",Unknown,['American'],Mary Seals                                     
" 45273 Highway 22, St Amant 70774",$,"['American', ' Burger', ' Pizza']",Fisherman's One Stop Deli                                     
" 9441 Florida Blvd, Walker 70785",$,['Pizza'],Pizzeria                                     
" 3601 Thomas Dr, Baton Rouge 70807",$,['Sandwich'],Flamingo Cafe'                                     
